ID_MUSEO,NOMBRE_MUSEO,ID_LOCALITIES,DESCRIPCION,ID_COUNTRY,STATE
17,Museo de Arte Contemporáneo del Huila,23,"Desde que abrió sus puertas en octubre de 2003, este museo ha expuesto obras de artistas nacionales e internacionales, distribuidas en tres salas de exposiciones de carácter temporal o permanente, en las que es posible apreciar piezas elaboradas en diferentes formatos como pinturas, esculturas o instalaciones. Además de la base de datos a disposición de los visitantes, es posible realizar el recorrido con guías especializados.",115,TRUE
18,Museo de Arte de la Universidad Nacional,23,"Entrar al Museo de Arte de la Universidad Nacional es sumergirse en una colección ecléctica que reúne obras modernas y contemporáneas de reconocidos artistas nacionales e internacionales. El museo funciona como un espacio para la promoción, investigación y difusión del arte, con exposiciones temporales que dialogan con la producción artística actual. En sus salas se encuentran pinturas, esculturas, grabados y instalaciones que muestran la diversidad y riqueza del arte actual en diálogo con la academia. La visita termina valorando estos vínculos creativos dentro de un espacio universitario.",115,FALSE
19,Museo de Arte del Banco de La República,23,"Construido en 1957, exhibe más de 3500 piezas de arte, de artistas colombianos y de todo el mundo: fotografías, esculturas, pinturas en acuarela, ilustraciones y ensamblajes. Cuenta con espacios dedicados a proyectos experimentales como El Parqueadero, donde se pueden consultar libros y revistas libremente, pues está dedicado al esparcimiento y la lectura, o a muestras artísticas temporales que tienen entre dos y tres meses de duración. Al terminar el recorrido por el museo disfrute de un café en la plazoleta Gregorio Vázquez de Arce. ",115,TRUE
20,Museo de Artes Graficas,23,"Entrar al Museo de Artes Gráficas es adentrarse en el fascinante mundo de la impresión y el diseño gráfico a través de colecciones de máquinas, herramientas, afiches, grabados y tipografías históricas. El museo conserva piezas que evidencian la evolución técnica y artística de las artes gráficas en Colombia, destacando la imprenta tradicional como medio fundamental para la transmisión de cultura y conocimiento. En sus salas se explican procesos históricos y contemporáneos, culminando con un homenaje a la creatividad y la comunicación visual.",115,FALSE
21,Museo de Arte Moderno de Bogotá MAMBO,23,"Fundado en 1962, exhibe las más importantes obras de arte moderno y contemporáneo del país; las artes plásticas son las más representativas. El edificio cuenta con seis salas de exposición permanente que albergan más de tres mil obras de artistas nacionales e internacionales. Durante estos sesenta años, sus tres directoras se han encargado de difundir las artes modernas, organizar seminarios, talleres, encuentros culturales y proyecciones audiovisuales y de artes vivas para que todos los visitantes se nutran con la trayectoria artística y cultural del país y tengan una experiencia única de aprendizaje que contribuya a la transformación social. Su arquitectura, jardines, restaurante y café complementan la oferta. ",115,TRUE
22,Museo de Artes Visuales,23,"Entrar al Museo de Artes Visuales es experimentar un espacio donde el arte contemporáneo en diversas disciplinas invita a la reflexión y el diálogo. Su colección abarca pintura, escultura, fotografía, video e instalaciones, con un enfoque en artistas emergentes y consagrados que exploran temas sociales, políticos y culturales desde múltiples perspectivas. El recorrido culmina en exposiciones dinámicas que promueven el intercambio cultural y creativo, haciendo del museo un epicentro de innovación artística.",115,FALSE
23,Museo de “El Chicó” Mercedes Sierra de Pérez,23,"Entrar al Museo de “El Chicó” Mercedes Sierra de Pérez es transitar un espacio que reúne la memoria y tradición popular a través de colecciones arqueológicas y etnográficas. Localizado en un antiguo caserón, el museo expone objetos precolombinos, vestigios indígenas y elementos culturales que rescatan las raíces ancestrales de la región. La visita finaliza con la contemplación de piezas que ilustran la historia y la identidad de las comunidades originarias.",115,FALSE
24,Museo de Historia Natural UNAL,23,"Entrar al Museo de Historia Natural de la Universidad Nacional es sumergirse en la biodiversidad y geodiversidad colombiana mediante colecciones de flora, fauna, minerales y fósiles. Este museo educativo ofrece exposición de especímenes científicos acompañados de información que destaca la riqueza natural del país y sus ecosistemas. El recorrido concluye con un llamado a la conservación y valoración del patrimonio natural como clave para el desarrollo sostenible.",115,FALSE
25,Museo de Historia de la Medicina Ricardo Rueda,23,"Entrar al Museo de Historia de la Medicina Ricardo Rueda es recorrer la evolución de la ciencia médica en Colombia, desde sus inicios hasta los avances contemporáneos. En sus salas se exhiben instrumentos antiguos, documentos, fotografías y modelos que ilustran prácticas, descubrimientos y figuras emblemáticas de la medicina colombiana. El visitante cierra el recorrido comprendiendo la importancia del conocimiento científico en la salud pública y la educación médica.",115,FALSE
26,Museo de la Ciencia y el Juego UNAL,23,"Entrar al Museo de la Ciencia y el Juego de la Universidad Nacional es un viaje interactivo donde la ciencia se aproxima a través del juego, la experimentación y el descubrimiento. Pensado para públicos de todas las edades, el museo promueve el aprendizaje lúdico con exposiciones que explican principios científicos mediante actividades dinámicas y didácticas. La experiencia termina reforzando la curiosidad y el pensamiento crítico en un ambiente participativo y educativo.",115,FALSE
27,Museo de la Independencia Casa del Florero ,23,"En la casa, ubicada en el costado nororiental de la plaza de Bolívar, se desarrollaron los hechos que condujeron al histórico Grito de la Independencia de Colombia, el 20 de julio de 1810. En homenaje a sus gestores, la casa ha sido convertida en el Museo de la Independencia, con el fin de exhibir sus retratos y objetos personales, así como documentos, dibujos, esculturas y uniformes de la época. Sobresalen piezas como el Acta de la Revolución del 20 de julio, el florero de Llorente y valiosos objetos personales del Libertador Simón Bolívar y del prócer Francisco de Paula Santander. ",115,TRUE
28,Museo de La Salle,23,"Entrar al Museo de La Salle es penetrar en un espacio que reúne colecciones de historia natural, arqueología y antropología, con énfasis en la investigación y la educación ambiental. El museo exhibe piezas que van desde fósiles y minerales hasta objetos culturales ancestrales, integrando ciencia y cultura. La visita concluye con un acercamiento a los procesos de conservación y a la comprensión de la diversidad biológica y cultural.",115,FALSE
29,Museo de la Sociedad de Cirugía de Bogotá ,23,"Situado en el Hospital de San José, este museo alberga una extensa colección de instrumentos médicos históricos, representando la evolución de la cirugía y otras especialidades médicas en Colombia. Las salas exhiben desde antiguos microscopios hasta equipos de anestesia y materiales quirúrgicos, complementados con obras de arte y documentos que narran avances científicos y tecnológicos en la salud.",115,FALSE
30,Museo de los Niños,23,"Un espacio lúdico y educativo diseñado para que los más pequeños y sus familias interactúen con exposiciones sobre ciencia, cultura y medio ambiente, promoviendo el aprendizaje activo mediante juegos, experimentos y actividades creativas que despiertan la curiosidad y fomentan el conocimiento.",115,FALSE
31,Museo de Trajes Regionales de Colombia ,23,"Erigido en la casa de Manuelita Saenz, “La Libertadora del Libertador”, este museo recopila una valiosa colección de los atuendos que han hecho parte de la idiosincrasia colombiana. En diferentes salas podrá ver de cerca los trajes típicos de cada región: los bellos y coloridos trajes para bailar cumbia, mapalé y bullerengue en las costas Atlántica y Pacífica, así como la explicación de cómo se hace el afamado sombrero vueltiao; los atavíos del campesino boyacense, santandereano y cundinamarqués, además de la vestimenta propia de la chapolera, el silletero antioqueño y las ñapangas (mujer mestiza) del Valle del Cauca y Popayán. En el segundo piso hay una bella exhibición de tejidos en técnicas como punto de media, cinco agujas, punto de sombra, crochet y dos agujas; así como vitrinas donde podrá observar el vestuario de algunas comunidades indígenas vivas: wayúu, guambiana, inga, arhuaca y cuna. ",115,TRUE
32,Museo del Oro,23,"Situado en el parque Santander, reúne la colección arqueológica más importante de Colombia. Con más de 80 años de existencia y 54.000 objetos de orfebrería y distintos materiales, ofrece cuatro exposiciones permanentes y dos temporales en español e inglés. El Banco de la República inició esta gran colección etnográfica que es patrimonio nacional y preserva las raíces de las principales comunidades indígenas del país. Exhibe también el poporo quimbaya, una de las piezas más representativas del arte precolombino, que se usaba para procesar la hoja de coca en la época prehispánica. Las cerámicas del altiplano cundiboyacense, elaboradas por el pueblo muisca, hallan su sitio en este museo, igual que la bella balsa de oro que estimuló todavía más la búsqueda de El Dorado.",115,TRUE
33,Museo del Vidrio,23,"En este museo se exhiben piezas artísticas y artesanales elaboradas en vidrio, mostrando técnicas tradicionales y contemporáneas. La colección evidencia la evolución y la diversidad del trabajo con este material, a su vez que ofrece un recorrido por su historia y su uso cultural en Colombia.",115,FALSE
34,Museo Geológico Nacional José Royo y Gómez ,23,"Este museo invita a explorar la historia geológica del país a través de miles de fósiles, rocas y minerales que muestran la evolución del territorio colombiano. Destacan piezas únicas como restos de fauna prehistórica y minerales valiosos, acompañados de paneles informativos que contextualizan la importancia científica de las colecciones para el conocimiento del planeta.",115,FALSE
35,Museo Histórico de la Policía Nacional,23,"El recorrido por este museo revela la historia de la Policía Nacional, mediante exhibiciones de uniformes, armas, documentos y objetos que ilustran la labor de esta institución en la protección y el orden público desde sus inicios hasta la actualidad.",115,FALSE
36,Museo Internacional de la Esmeralda ,23,"Es el primer y único museo de esmeraldas en el mundo que exhibe piezas únicas de las montañas de Colombia. Para comenzar el recorrido, el visitante disfruta de un video que dura aproximadamente cuatro minutos, en el cual se explica la vida dentro de las minas; luego realiza una caminata por un túnel que imita cuatro socavones de las minas ubicadas en Boyacá y para finalizar, visita la exhibición de nueve cubículos con una muestra de 3.000 piezas de auténticas esmeraldas extraídas de suelos colombianos, africanos y brasileros. Este singular museo se encuentra en el piso 23 del edifico de Avianca, en el centro de Bogotá. ",115,TRUE
37,Museo Militar de Colombia,23,"Este museo muestra la trayectoria de las fuerzas armadas colombianas, con uniformes, armamento, medallas y documentos que reflejan episodios importantes de la historia militar nacional, destacando la participación y sacrificio de sus miembros en la defensa del país.",115,FALSE
38,Museo Nacional de Geografía y Cartografía ,23,"Un espacio dedicado a la historia de la cartografía y la geografía en Colombia, donde se exhiben mapas antiguos, instrumentos de medición, y documentos que explican la evolución del conocimiento del territorio nacional y la importancia de la geografía para el desarrollo del país.",115,FALSE
39,Museo Nacional de Colombia,23,"Es uno de los museos más antiguos de América. Obtuvo el sello Travelers Choice en 2022. En sus diecisiete salas de exposición permanente ofrece a los visitantes la posibilidad de admirar más de 2.500 obras y objetos de historia y patrimonio nacional. La programación cultural incluye exhibiciones de arte, historia, arqueología y etnografía de artistas nacionales e internacionales. Creado en 1823 en el Virreinato de Nueva Granada, en esta edificación funcionó una penitenciaría hasta 1946.",115,TRUE
40,Museo Nacional de Suelos Agustín Codazzi ,23,"En este museo se expone la riqueza de los suelos colombianos, su clasificación y características, destacando su valor para la agricultura y el medio ambiente. La colección reúne instrumentos, muestras y estudios científicos que ilustran el conocimiento del recurso suelo en Colombia.",115,FALSE
41,Planetario de Bogotá,23,"Un espacio para la divulgación de la astronomía que ofrece proyecciones del universo, exposiciones sobre planetas y estrellas, y actividades educativas que permiten al visitante comprender y admirar la inmensidad del cosmos.",115,FALSE
42,"Museo de Arte Miguel Urrutia, Mamu",23,"Este espacio cultural está dedicado a reunir piezas históricas y representativas del arte nacional, brindando una idea de cómo ha sido la trayectoria del arte colombiano desde la Colonia hasta la actualidad, en relación con América y el mundo. Cuenta con gran variedad de fotografías y pinturas en acuarela, dibujos y obras en papel entre las que se cuentan El Astillero y Pueblo Viejo, de Edward Walhouse Mark, quien registró la cotidianidad de Colombia a mediados del siglo XVIII. Con una colección permanente de más de 3.500 piezas de artistas nacionales e internacionales, el edificio está conformado por dos salas de exposiciones temporales, además de la plazoleta Gregorio Vásquez, dedicada a talleres infantiles y un auditorio con capacidad para 160 personas. ",115,TRUE
43,Capitolio Nacional de Colombia,23,"Es la sede del Congreso de la República y queda al costado sur de la plaza de Bolívar. En sus pasillos, monumentos, pinturas, vitrales y diferentes representaciones artísticas, rinden homenaje a prestigiosos y célebres personajes. Su construcción de estilo neoclásico pasó por varios arquitectos y diferentes adversidades políticas, financieras y técnicas durante más de veinte años hasta que finalmente se terminó en 1926. Por este motivo se conoció como ‘el enfermo de piedra’. En el salón Elíptico se llevan a cabo las plenarias del congreso y se da posesión al Presidente de la República.",115,TRUE
44,Centro Cultural Gabriel García Márquez,23,"Con su diseño arquitectónico exclusivo, esta pieza cultural ha sido uno de los grandes ejemplos de redención del centro histórico de La Candelaria. En honor al escritor y periodista Gabriel García Márquez, como sede principal del Fondo de Cultura Económica de Colombia, la Secretaría de Educación Pública de México y la Embajada de México en Colombia fundaron en 2008 un espacio donde la literatura, el arte y la gastronomía se funden para debatir diferentes asuntos editoriales y literarios.",115,TRUE
45,Centro Cultural La Media Torta,23,"Este centro cultural es conocido por su escenario al aire libre, donde se realizan eventos artísticos, festivales y conciertos que fomentan la cultura, la música y las artes escénicas en Bogotá.",115,FALSE
46,Observatorio Astronómico Nacional de Colombia,23,"Ubicado en ambientes históricos, este observatorio es un punto clave para la investigación astronómica en Colombia. Cuenta con instrumentos clásicos y modernos, y ofrece programas educativos que acercan la ciencia astronómica a la comunidad.",115,FALSE
47,Cementerio Central,23,"Más que un lugar de descanso eterno, el Cementerio Central es un patrimonio histórico con mausoleos, esculturas y monumentos que narran la historia social y cultural de Bogotá, albergando tumbas de personajes ilustres y reflejando tradiciones funerarias.",115,FALSE
48,Palacio de Liévano,23,"Situado en la parte occidental de la Plaza de Bolívar, el palacio es la sede actual de la Alcaldía Mayor de Bogotá. Debe su nombre a que luego de la destrucción causada por el incendio de 1900, el ingeniero Liévano, uno de sus propietarios, convocó a los demás dueños del edificio para reconstruirlo con base en el estilo del rnacimiento francés, es decir, con techo coronado por mansardas y con tallas en hierro.",115,TRUE
49,Casa Museo Rafael,23,"Al entrar en este recinto encontrarás una falsa bóveda adornada con flores doradas en el techo que asemejan estrellas en el firmamento. Es un atisbo de los tesoros que guarda este museo religioso abierto al público: una amplia colección de pinturas, esculturas y retablos de los siglos XVII y XVIII. Visítalo para que puedas contemplar más de 140 piezas que dan idea del esplendor artístico de la época colonial del país y conocer acerca de su historia.",115,TRUE
50,Teatro Mayor Julio Mario Santodomingo,23,"Este teatro es un moderno espacio cultural destinado a las artes escénicas, donde se presentan óperas, obras de teatro, conciertos y ballets, promoviendo la excelencia artística y la diversidad cultural.",115,FALSE
51,Teatro Nacional,23,"Considerado una joya arquitectónica, este teatro acoge producciones teatrales y eventos culturales de alto nivel, siendo un referente para la cultura y el arte nacional.",115,FALSE
52,Teatro Cristóbal Colón,23,"Situado en una ciudad histórica, este teatro ofrece una amplia programación artística que incluye teatro, danza y música, conservando un legado cultural importante para la región.",115,FALSE
53,Cinemateca Distrital,23,"Este espacio promueve el cine independiente y la cultura audiovisual, con exhibiciones de películas nacionales e internacionales, ciclos temáticos y actividades educativas para amantes del cine.",115,FALSE
54,Biblioteca Virgilio Barco,23,"Destacada por su arquitectura y funcionalidad, esta biblioteca es un centro de cultura y aprendizaje que ofrece amplias colecciones, espacios para estudio, exposiciones y programas culturales.",115,FALSE
55,Biblioteca Pública del Deporte,23,"Especializada en deportes, esta biblioteca reúne libros, revistas y materiales audiovisuales que promueven la investigación y la divulgación del deporte en Colombia.",115,FALSE
56,Biblioteca Nacional,23,"La institución más relevante en conservación documental, alberga colecciones históricas, bibliográficas y especiales que resguardan la memoria cultural y política del país, siendo un punto clave para investigadores y público general.",115,FALSE
57,Teatro Metropolitano Jorge Eliecer Gaitán,23,"Este teatro es uno de los principales escenarios culturales en Bogotá, con una diversa programación de conciertos, obras teatrales y eventos artísticos que dinamizan la vida cultural de la ciudad.",115,FALSE
58,Corferias,23,"Centro de convenciones y exposiciones, Corferias es el lugar que alberga ferias, eventos empresariales, culturales y comerciales de gran índole, siendo un importante punto de encuentro para diversos sectores.",115,FALSE
59,Museo Aeroespacial Colombiano,23,"Este museo exhibe la historia y el desarrollo de la aviación y aeroespacial en Colombia, con modelos, equipos, uniformes y documentos que resaltan logros tecnológicos y humanos.",115,FALSE
60,Museo Arqueológico Casa del Marqués de San Jorge - MUSA,23,"Una antigua casona que preserva vestigios arqueológicos de la región, mostrando piezas que ilustran las culturas prehispánicas y el patrimonio histórico de la costa Caribe.",115,FALSE
61, Museo de Bogotá - Casa del Virrey Juan Sámano,23,"Este museo en la casa colonial del Virrey Sámano expone objetos y documentos que narran la historia de Bogotá y su evolución desde tiempos coloniales, integrando un espacio arquitectónico histórico con la memoria local.",115,FALSE
62,Museo de Suelos de Colombia,23,"Dedicado al estudio y divulgación del recurso suelo, este museo presenta colecciones de muestras, investigaciones y tecnología aplicada a la ciencia del suelo en el país.",115,FALSE
63,Museo del Cobre,23,"Este museo destaca el uso histórico y cultural del cobre en Colombia, exhibiendo artefactos, piezas arqueológicas y elementos relacionados con la minería y artesanía del metal.",115,FALSE
64,Museo del Mar Universidad Jorge Tadeo Lozano,23,"Situado en la universidad, este museo ofrece exposiciones sobre la biodiversidad marina colombiana, mostrando especies, ecosistemas y la importancia del mar para el país.",115,FALSE
65,Museo Exposición El Hombre - Museo del Ser Humano,23,"Un espacio dedicado a la antropología y biología humana, que presenta exposiciones sobre la evolución, cultura y diversidad de la especie humana.",115,FALSE
66,Museo Gemológico,23,"Especializado en gemas y piedras preciosas, este museo exhibe una amplia variedad de minerales y joyas que resaltan la riqueza natural y artesanal de Colombia.",115,FALSE
67,Museo Histórico Mariano Ospina Pérez,23,"Este museo conserva la memoria y legado de Mariano Ospina Pérez, ex-presidente de Colombia, a través de documentos, objetos personales y fotografías que relatan su vida y obra.",115,FALSE
68, Museo Oficial Millonarios F.C.,23,"Dedicado al equipo de fútbol Millonarios, el museo exhibe trofeos, camisetas, fotografías y memorabilia que narran la historia del club y su impacto social y deportivo.",115,FALSE
69,Museo de Ciencias Universidad del Bosque,23,"Un museo universitario que promueve la ciencia y tecnología mediante exposiciones interactivas, investigaciones y actividades educativas dirigidas a estudiantes y público general.",115,FALSE
70,Museo Organológico Musical,23,"Este museo exhibe instrumentos musicales tradicionales y coloniales, mostrando la evolución histórica de la música y su importancia cultural en Colombia.",115,FALSE
71,Casa Museo Uribe Uribe Universidad Libre,23,"Este espacio educativo y cultural preserva la memoria del político y líder Uribe Uribe, con objetos personales y documentos históricos que reflejan su influencia en la historia nacional.",115,FALSE
72,Museo de Historia de la Escuela Militar de Cadetes General José María Córdova,23,"Situado en la Escuela Militar, este museo presenta la formación y trayectoria de esta institución a través de uniformes, armas y documentos que muestran la historia militar colombiana.",115,FALSE
73,Cerro Monserrat,23,"Estas colinas emblemáticas ofrecen no solo un valor natural y paisajístico, sino también un legado cultural y religioso, con miradores, senderos y capillas que forman parte del patrimonio de las ciudades donde se ubican.",115,FALSE
74,Cerro de Guadalupe,23,"Estas colinas emblemáticas ofrecen no solo un valor natural y paisajístico, sino también un legado cultural y religioso, con miradores, senderos y capillas que forman parte del patrimonio de las ciudades donde se ubican.",115,FALSE
75,Salitre Mágico,23,"Parque de diversiones emblemático en Bogotá, donde familias disfrutan de atracciones mecánicas, juegos y espacios recreativos para el esparcimiento y la diversión.",115,FALSE
76,Jardín Botánico,23,"Lugar dedicado a la conservación y exhibición de la diversidad botánica colombiana, con colecciones de plantas, orquídeas y espacios de investigación científica y educación ambiental.",115,FALSE
77,Museo de Antioquia,23,"Este museo, junto con la plaza que exhibe las icónicas esculturas de Botero, representa un referente artístico y cultural en Medellín, mostrando arte moderno y contemporáneo con un énfasis en las raíces locales.",583,FALSE
78,Plaza Botero,23,"Al recorrer la Plaza Botero, el visitante se encuentra rodeado de las icónicas esculturas de Fernando Botero, cuyos volúmenes monumentales y formas redondeadas expresan una visión única del arte colombiano. Esculturas de bronce se exhiben al aire libre, invitando a tocar y contemplar mientras se respira un ambiente urbano impregnado de cultura y creatividad.",583,FALSE
